Reservation_ID,Customer_ID,Vehicle_ID,Vehicle_Class,Booking_Status,Booking_TS,Pickup_TS,Return_TS,Odo_Start,Odo_End,Fuel_Level,Rate,Promo_Code,City,GPS_Lat,GPS_Lon,Speed,Payment,Driver_License,Damage_Flag,Notes
RES-01112,CUST-1181,CAR 422,Suzuki,Cancelled,2025-05-10T04:15,05/20/2025 04:15,2025/05/20 13:15,36285,36295,75,2000/day,DISC20,MUM,12.918713127458618,77.58437754359092,119 km/h,,DL-9542219877,Major,
RES-01113,CUST-1161,CAR-482,Suzuki,Completed,11-06-2025 19:17,2025/6/18 19:73,2025/06/19 17:17,10551,"10,482",50,₹2500 per day,WELCOME5,bangalore,12.89901056759978,77.55398849588043,fast,,DL-1012273617,Minor,
RES-01114,CUST-1761,CAR_465,Hatchback,Completed,2025/04/21 11:26,04/24/2025 11:26,2025/04/24 21:26,"55,650","56,003",50%,Rs1500/day,NEW10,bangalore,12.89231724818497,77.62936503064547,fast,netbanking,DL-4597389755,Minor,Navigation system malfunction reported
RES-01115,CUST-1865, CAR-282 ,EV,Completed,01/20/2025 04:31,22-01-2025 04:31,22-01-2025 14:31,11274,11396,10%,1800 perday,NEW10,MUM,12.89154036974368,77.63016195265203,68,CASH,DL-2737857854,None,Customer satisfied with ride
RES-01116,CUST-0558, CAR-594 ,Suzuki,No_Show,2025-06-06 07:05,06/15/2025 07:05,2025-06-17T05:05,55966,55928km,0.25,2000/day,DISC20,Bombay,12.89577468822862,77.57995452380037,,,DL-4711570259,Minor,Car returned in good condition
RES-01117,CUST-0115,car-413,Sedan,Cancelled,06-02-2025 11:56,2025-02-10T11:56,2025-02-11 08:56,79237 km,"79,595",0.75,Rs1500/day,NEW10,N/A,12.90650365959108,77.58388797737895,fast,CARD,DL-6434157176,None,Vehicle returned late due to traffic
RES-01118,CUST-0865,CAR-049,Creta,Cancelled,2025/05/16 18:59,2025-05-25 18:59,27-05-2025 05:59,"18,737",19023,0.25,₹2500 per day,SAVE50,Bengaluru,12.88926844145074,77.57799068506377,131kmh,card,DL-5800398585,None,AC performance slightly low
RES-01119,CUST-1781, CAR-275 ,Creta,Completed,22-04-2025 00:08,2025-04-29 00:08,2025-05-01 13:08,"12,598",12645,0.30,"₹1,800/day",,bangalore,12.900322044493961,77.57866862336003,101,UPI,DL-1852581718,None,Tyre pressure alert during trip
RES-01120,CUST-0390,CAR_197,Hatchback,Cancelled,05/30/2025 16:53,06/06/2025 16:53,2025-06-07T19:53,78825,79226,75%,"₹1,800/day",,Delhi,12.851006730504666,77.56028661045438,42kmh,UPI,DL-8061857878,None,Navigation system malfunction reported
RES-01121,CUST-1212,CAR177,Suzuki,No_Show,04-02-2025 10:13,2025-02-06 10:13,02/09/2025 05:13,"53,467","53,554",10%,$20/day,,BLR,12.89857869018386,77.62111616258612,,card,DL-9411274536,Minor,Customer reported minor scratch on door
RES-01122,CUST-0240,car-487,Creta,No_Show,2025/05/19 15:43,05/28/2025 15:43,29-05-2025 12:43,"76,667",76743,0.25,₹ 2000 / day,SAVE50,Bengaluru,12.894307986179722,77.5932768526783,53, card,DL-9425285911,Minor,Customer satisfied with ride
RES-01123,CUST-1787,CAR177,Suzuki,Cancelled,06/01/2025 12:42,06/09/2025 12:42,2025-06-12T03:42,39993,39909,0.25,1500 per day,SAVE50,N/A,12.858748653597726,77.64058985023209,fast,wallet,DL-4641533591,Major,Tyre pressure alert during trip
RES-01124,CUST-0499,car529,EV,No_Show,2025/1/26 18:74,2025-01-29 18:32,01/31/2025 17:32,70576,70791,100%,Rs1500/day,,Bombay,12.860238245644556,77.58306293490702,36kmh,-,DL-9840096916,None,Customer satisfied with ride
RES-01125,CUST-0045,CAR318,Hatchback,No_Show,2025/3/8 15:70,03/10/2025 15:35,12-03-2025 06:35,30090,30364,,$20/day,SAVE50,delhi,12.942778830460483,77.64963565903479,98 km/h,Wallet,DL-3784264287,Minor,Customer requested early pickup
RES-01126,CUST-0182,CAR-600 ,Toyota,No_Show,13-03-2025 10:00,2025-03-19T10:00,2025-03-19T21:00,40408,"40,364",0.75,"₹1,800/day",,unknown,12.941072994883903,77.59708022070416,,netbanking,DL-4380657786,None,Interior cleaning required
RES-01127,CUST-0530,CAR399,Suzuki,Completed,2025-04-22 09:30,04/27/2025 09:30,2025-04-30T01:30,62653,62609km,0.5,₹1500/day,SAVE50,DELHI,12.927208951150254,77.56744683424157,, card,DL-2739683603,None,Navigation system malfunction reported
RES-01128,CUST-0885,CAR-404 ,SUV,Cancelled,2025-02-22T13:01,2025-02-27 13:01,2025-03-01T13:01,"22,954","23,321",100%,1500 per day,,New Delhi,12.940666143268842,77.57449845910992,fast,card,DL-1365687077,None,
RES-01129,CUST-1114,car403,Sedan,Completed,06/10/2025 09:39,2025/6/16 9:70,2025-06-16 20:39,21531 km,21833km,100%,Rs1500/day,,Bengaluru,12.94526816078041,77.57998176913972,75kmh,netbanking,DL-6371330013,None,Low fuel warning observed
RES-01130,CUST-1667,CAR479,Hatchback,No_Show,03/16/2025 14:28,2025-03-19 14:28,2025/03/20 00:28,"28,800",28769km,0.75,Rs1500/day,DISC20,Bengaluru,12.947299454933505,77.6235364926781,107kmh,cash,DL-2386947740,Minor,
RES-01131,CUST-1403,CAR-415,Suzuki,Completed,12/31/2024 09:20,2025-01-03T09:20,2025/01/03 23:20,"64,624",64825km,25%,"₹1,800/day",,chennai,12.924396051121395,77.6405088057288,,UPI,DL-4395967258,Major,AC performance slightly low
RES-01132,CUST-0882, CAR-104 ,Suzuki,Cancelled,2025-03-15 13:56,03/23/2025 13:56,2025/3/24 0:79,72976,72987,0.25,1500/day,SAVE50,New Delhi,12.918854479586082,77.61336968704948,,Credit Card,DL-6976910912,Major,Vehicle returned late due to traffic
RES-01133,CUST-0717, CAR-169 ,SUV,Completed,06-03-2025 04:47,03/10/2025 04:47,2025/3/11 16:78,26106,26422,75%,1500/day,SAVE50,bangalore,12.85506882863625,77.55553392204361,126 km/h,Debit Card,DL-3441620455,None,Low fuel warning observed
RES-01134,CUST-1092,CAR472,SUV,No_Show,2025/6/12 6:74,2025-06-15 06:54,2025/06/16 20:54,79910,"80,079",NA,$20/day,WELCOME5,bangalore,12.909829898120902,77.62347447418541,123,upi ,DL-8584058956,None,AC performance slightly low
RES-01135,CUST-0682,CAR424,Toyota,Completed,04-03-2025 07:56,2025/03/11 07:56,2025-03-13T10:56,62476,62962km,100%,₹ 2000 / day,SAVE50,DELHI,12.907476183642865,77.64843444705689,,Wallet,DL-1531835378,None,Customer satisfied with ride
RES-01136,CUST-1981,car299,Hatchback,Completed,01/18/2025 21:31,26-01-2025 21:31,2025/01/28 02:31,"16,345","16,357",1.0,₹1500/day,NEW10,Chennai,12.898514317028251,77.59648722913127,fast,Debit Card,DL-9923012553,Minor,Navigation system malfunction reported
RES-01137,CUST-0326,car-080,EV,Cancelled,2025-01-13T04:38,2025-01-15 04:38,01/15/2025 12:38,"67,655",67797km,50%,₹1500/day,SAVE50,Delhi,12.854150306927783,77.62975712301724,fast,wallet,DL-1641825281,Minor,Tyre pressure alert during trip
RES-01138,CUST-1571,car395,SUV,Completed,31-01-2025 05:53,2025-02-06 05:53,2025-02-07 14:53,36936,"37,235",30%,₹ 2000 / day,,Mumbai,12.92050826653599,77.60227811538063,60,card,DL-2793358080,Major,Tyre pressure alert during trip
RES-01139,CUST-0517,CAR-544 ,Creta,Cancelled,2025/4/16 20:74,25-04-2025 20:21,04/27/2025 00:21,49668 km,"50,130",0.25,1500 per day,DISC20,Bombay,12.930290251098214,77.61112051206148,,,DL-6604239116,Major,
RES-01140,CUST-1758,car470,SUV,Cancelled,25-01-2025 10:35,2025-01-28 10:35,2025-01-29 04:35,23475,23920,100%,1500/day,NEW10,chennai,12.933576487770116,77.59669488629757,,CARD,DL-2346057119,Minor,Tyre pressure alert during trip
RES-01141,CUST-0724, CAR-436 ,Suzuki,No_Show,2025-05-19 20:11,05/29/2025 20:11,2025-05-30 16:11,21592 km,21977,0.25,₹1500/day,WELCOME5,delhi,12.92902086304408,77.63004789951277,63 km/h,cash,DL-2128428546,Minor,Customer satisfied with ride
RES-01142,CUST-1124,CAR_167,Sedan,Completed,01-05-2025 14:03,2025-05-10T14:03,05/12/2025 10:03,36924 km,37182km,0.5,USD 25/day,SAVE50,chennai,12.857024932899767,77.55225632173685,130kmh,netbanking,DL-1639207086,Major,Customer satisfied with ride
RES-01143,CUST-1304,CAR_053,Luxury,No_Show,2025-04-10T17:39,2025-04-11 17:39,12-04-2025 04:39,"17,737",18125,75,USD 25/day,NEW10,mumbai,12.854964627002179,77.60110538643096,134 km/h,cash,DL-7780164051,Minor,Tyre pressure alert during trip
RES-01144,CUST-1369,car251,Creta,No_Show,2025-01-05T19:48,13-01-2025 19:48,2025/01/15 16:48,"32,829",33029km,75%,₹ 2000 / day,WELCOME5,Chennai,12.85495610359344,77.63576728464736,106kmh, card,DL-7871380360,Minor,Vehicle returned late due to traffic
RES-01145,CUST-0260, CAR-430 ,Hatchback,No_Show,2025/2/11 4:74,02/15/2025 04:11,02/17/2025 10:11,27480,"27,610",0.25,$20/day,SAVE50,blr,12.913239419286837,77.63479194576969,,upi,DL-4144213425,None,Car returned in good condition
RES-01146,CUST-0994,CAR_102,Hatchback,Cancelled,2025-04-10T00:32,2025-04-14T00:32,2025/4/14 9:77,"10,088",10364,NA,₹1500/day,DISC20,MUM,12.897081822820834,77.63893994138928,90,Credit Card,DL-4116719918,Minor,Customer satisfied with ride
RES-01147,CUST-0358,car542,Hatchback,No_Show,13-06-2025 22:17,2025-06-17 22:17,2025-06-20 05:17,58725 km,59163,0.5,1500 per day,,BLR,12.941914924732563,77.64690845796613,20,-,DL-7963380964,Major,Car returned in good condition
RES-01148,CUST-0498,CAR_499,Toyota,Cancelled,2025-06-14 21:03,2025-06-15 21:03,18-06-2025 14:03,30160,30272km,50%,1800 perday,WELCOME5,mumbai,12.946850848164903,77.55017064223021,68,Credit Card,DL-7821852480,None,Interior cleaning required
RES-01149,CUST-0268,car-157,Creta,Completed,2025-03-09T00:09,18-03-2025 00:09,03/19/2025 12:09,16089,16227km,75,$20/day,,unknown,12.858115469844837,77.58257637871064,42 km/h,-,DL-6248917141,Major,Customer requested early pickup
RES-01150,CUST-0661,CAR_537,SUV,Cancelled,2025-05-11 14:32,05/17/2025 14:32,05/19/2025 21:32,"66,949",66973km,75,Rs1500/day,,mumbai,12.90733887690782,77.59107316473839,fast,upi,DL-9476083133,Major,Vehicle returned late due to traffic
RES-01151,CUST-1719,car-051,Creta,No_Show,2025/01/18 18:12,2025-01-22T18:12,2025/1/25 8:69,"16,351","16,732",50,₹1500/day,DISC20,chennai,12.932765808954596,77.55901444327017,55kmh,CARD,DL-4476891722,None,Customer requested early pickup
RES-01152,CUST-1186,CAR-328,Toyota,Cancelled,05/18/2025 19:57,24-05-2025 19:57,27-05-2025 01:57,"65,667","65,779",0.5,USD 25/day,NEW10,Delhi,12.909338678978017,77.55051942722024,,card,DL-5863109911,Minor,Vehicle returned late due to traffic
RES-01153,CUST-1994, CAR-480 ,Hatchback,No_Show,2025-05-07T05:46,08-05-2025 05:46,2025/05/09 23:46,58615 km,58523,NA,₹1500/day,DISC20,Chennai,12.857632413318054,77.61532661100959,134,CASH,DL-7491877078,Minor,Interior cleaning required
RES-01154,CUST-1383,CAR_041,Toyota,Completed,2025-06-08 00:31,06/16/2025 00:31,2025/06/17 05:31,"10,121","10,052",75,₹1500/day,SAVE50,N/A,12.850738487979003,77.58546496378825,108 km/h,Credit Card,DL-8668810387,Minor,Customer requested early pickup
RES-01155,CUST-0432,CAR 433,Luxury,Cancelled,2025/5/10 17:76,05/11/2025 17:23,05/12/2025 13:23,15668,"15,640",,1500/day,,CHN,12.851449487967,77.62444247150422,100 km/h,cash,DL-8809071269,Major,
RES-01156,CUST-1880,car-571,Hatchback,Cancelled,2025/01/04 16:32,01/12/2025 16:32,2025-01-14 04:32,66937,"66,962",0.75,,SAVE50,New Delhi,12.875847994734956,77.58406627098844,140kmh,cash,DL-8075727476,None,Customer satisfied with ride
RES-01157,CUST-0513,CAR424,Toyota,No_Show,2025-04-22 21:31,2025/04/26 21:31,2025-04-28 18:31,"76,814",77167km,75,₹2500 per day,WELCOME5,Delhi,12.878199410116173,77.61226082800337,24kmh,card,DL-2750809371,Major,Vehicle returned late due to traffic
RES-01158,CUST-0296,CAR-541,SUV,Completed,04/03/2025 18:19,2025/4/12 18:67,14-04-2025 12:19,"65,335",65419,75,1800 perday,DISC20,Delhi,12.88748259206694,77.56338311650602,fast,CASH,DL-6466141419,None,
RES-01159,CUST-0676,CAR-269,Sedan,No_Show,2025-04-20 04:09,2025/4/23 4:70,23-04-2025 16:09,40100 km,40375,0.10,"₹1,800/day",DISC20,mumbai,12.862183837671182,77.6060801436905,63kmh,CASH,DL-3076346407,Minor,Interior cleaning required
RES-01160,CUST-1754,CAR-322,Hatchback,Cancelled,2025/05/20 11:15,2025-05-28 11:15,05/30/2025 13:15,53856 km,54078km,1.0,Rs1500/day,,bangalore,12.89812645100136,77.55997897592941,fast,,DL-6750741737,Minor,Low fuel warning observed
RES-01161,CUST-0555,CAR 296,Hatchback,No_Show,2025-04-29 09:19,2025-05-04T09:19,2025/5/6 13:67,58308,58761km,0.25,₹1500/day,NEW10,BLR,12.886833199914847,77.56683345330522,,card,DL-8144536932,None,Tyre pressure alert during trip
RES-01162,CUST-0734,car-311,Hatchback,No_Show,23-05-2025 11:37,2025/5/30 11:72,01-06-2025 04:37,71121,"71,021",0.30,$20/day,WELCOME5,unknown,12.906801657914492,77.5630384138523,50,CASH,DL-8108620733,Minor,Customer requested early pickup
RES-01163,CUST-0922,CAR_006,Luxury,No_Show,2025/1/25 8:69,2025/2/2 8:72,02/04/2025 20:25,38337 km,38387,75%,1800 perday,WELCOME5,BLR,12.853269222480916,77.5821678534558,,-,DL-9110617978,None,Car returned in good condition
RES-01164,CUST-1734,CAR-434 ,Suzuki,Cancelled,2025/6/7 23:77,2025-06-12 23:20,12-06-2025 21:20,76117 km,"76,185",25%,$20/day,NEW10,N/A,12.88000032854032,77.62946276956647,37,,DL-1956887196,Major,
RES-01165,CUST-1046,car-420,Sedan,Completed,09-02-2025 10:25,2025/2/17 10:70,2025-02-18T06:25,21317,"21,507",100%,USD 25/day,NEW10,MUM,12.881162536018067,77.55045573173005,88, card,DL-2436473621,Minor,Interior cleaning required
RES-01166,CUST-1384,CAR536,Hatchback,No_Show,2025/05/16 12:17,2025-05-26T12:17,2025/5/27 1:73,"39,573","39,730",NA,2000/day,,delhi,12.903909097057214,77.61455222578697,43,Credit Card,DL-8302420077,Minor,Low fuel warning observed
RES-01167,CUST-0977,CAR_355,Hatchback,No_Show,02/01/2025 00:38,2025-02-03T00:38,2025/2/4 18:75,30126,"30,215",0.5,USD 25/day,SAVE50,Bombay,12.920959953065472,77.58494943997471,110,wallet,DL-5242547681,None,Vehicle returned late due to traffic
RES-01168,CUST-0808,CAR-036,EV,No_Show,2025-05-24 21:28,2025/06/03 21:28,2025/6/6 17:67,76015 km,"76,009",0.75,1500/day,WELCOME5,Mumbai,12.936917988471995,77.59503352376292,,cash,DL-3469976920,Major,
RES-01169,CUST-0549,car186,Toyota,No_Show,03/03/2025 02:52,03/04/2025 02:52,2025-03-04 19:52,79891,80130km,0.25,$20/day,SAVE50,Delhi,12.943984611945856,77.57432609444865,,,DL-7620346414,Major,Customer requested early pickup
RES-01170,CUST-1068,CAR159,Sedan,Cancelled,2025/02/06 11:00,2025-02-12T11:00,02/14/2025 12:00,30885 km,"31,208",NA,₹1500/day,SAVE50,CHN,12.863407373620321,77.56604351548579,75kmh,Wallet,DL-2070254185,Major,Tyre pressure alert during trip
RES-01171,CUST-0097,CAR 203,Sedan,Completed,08-01-2025 05:02,2025/1/12 5:72,13-01-2025 22:02,38301,"38,658",,USD 25/day,NEW10,Delhi,12.851394032066985,77.60902173635921,,-,DL-9692661330,None,AC performance slightly low
RES-01172,CUST-1213,car528,Toyota,No_Show,2025/02/23 04:55,2025/03/01 04:55,2025-03-01T15:55,71758,71788,,"₹1,800/day",WELCOME5,N/A,12.863680740905322,77.61455951366756,fast,Debit Card,DL-6666774800,Minor,Interior cleaning required
RES-01173,CUST-0577,car344,Luxury,No_Show,04/27/2025 18:30,2025/05/05 18:30,2025-05-07 12:30,41991 km,"42,146",0.30,2000/day,SAVE50,DELHI,12.92827995606262,77.58467498867408,42,upi,DL-2079940722,Major,Car returned in good condition
RES-01174,CUST-1241,CAR-269,Sedan,No_Show,2025-04-06 07:04,07-04-2025 07:04,04/07/2025 08:04,31611,31779,50%,1800 perday,DISC20,Bombay,12.87505655632617,77.6234442839242,,Credit Card,DL-3305617584,Major,Customer reported minor scratch on door
RES-01175,CUST-1134,car409,Creta,Completed,05/11/2025 02:43,21-05-2025 02:43,2025-05-21 06:43,60808,"61,148",25%,Rs1500/day,SAVE50,Chennai,12.928299136744217,77.59435484591407,130kmh,CARD,DL-2709036881,Minor,AC performance slightly low
RES-01176,CUST-0671,CAR173,Suzuki,No_Show,2025-02-01 19:02,2025-02-11 19:02,2025/2/12 20:72,69971,70197,0.10,₹ 2000 / day,WELCOME5,chennai,12.893781731670249,77.64401454446515,106,CASH,DL-9358598269,Major,Navigation system malfunction reported
RES-01177,CUST-0509,CAR 551,Sedan,Completed,29-03-2025 07:49,2025-03-30 07:49,04/01/2025 12:49,50792,50897,50%,$20/day,NEW10,delhi,12.93507008498578,77.64453941010683,fast,,DL-4749305849,None,Customer requested early pickup
RES-01178,CUST-0961,car-140,Luxury,No_Show,29-04-2025 02:28,2025/05/06 02:28,2025/05/06 19:28,49290 km,49688,100%,₹2500 per day,WELCOME5,blr,12.936507405402368,77.56029145413608,75kmh,cash,DL-1393235721,None,
RES-01179,CUST-0839,car-007,Toyota,Cancelled,2025/04/09 08:42,2025/04/13 08:42,04/14/2025 13:42,38007 km,38416,50%,2000/day,WELCOME5,Bombay,12.947120202706417,77.63987562629626,83,cash,DL-8723019781,Minor,Customer satisfied with ride
RES-01180,CUST-0411,CAR235,Hatchback,No_Show,02/12/2025 00:35,2025-02-17 00:35,19-02-2025 04:35,32773,33114,75%,1500/day,WELCOME5,Chennai,12.916115565603192,77.5636237816261,,upi,DL-3045438577,None,Navigation system malfunction reported
RES-01181,CUST-0477,CAR-144,Hatchback,No_Show,2025-03-11 10:11,2025-03-17T10:11,2025/03/19 20:11,14295 km,14693km,30%,1500/day,,CHN,12.865055053913819,77.57738871501212,fast,Debit Card,DL-3758670336,None,Low fuel warning observed
RES-01182,CUST-1999,CAR-142 ,Luxury,Completed,2025-04-28T17:57,2025-05-05T17:57,2025/5/6 13:64,"63,099","63,475",50,USD 25/day,SAVE50,New Delhi,12.943487365105115,77.57761856188218,,upi,DL-7321684201,Minor,Low fuel warning observed
RES-01183,CUST-1062,CAR_365,EV,Cancelled,2025/04/17 16:57,2025/04/20 16:57,04/23/2025 07:57,"21,784",21900,50,2000/day,DISC20,chennai,12.87763414681272,77.59281978162208,129 km/h,CARD,DL-2551915305,Major,
RES-01184,CUST-1561, CAR-188 ,Suzuki,Cancelled,2025/06/10 16:20,2025-06-12T16:20,2025-06-13T02:20,30768 km,31006,NA,₹2500 per day,DISC20,New Delhi,12.854929695508616,77.6474715292142,fast,card,DL-5765159027,Minor,AC performance slightly low
RES-01185,CUST-0851,car431,Suzuki,Completed,2025/05/22 00:29,05/30/2025 00:29,2025-06-01T01:29,76105 km,"76,463",50%,₹1500/day,WELCOME5,Chennai,12.856916260870449,77.63277195113666,100kmh,CASH,DL-9289370459,Major,
RES-01186,CUST-0021,CAR586,Sedan,Cancelled,2025-01-15T16:57,2025-01-23 16:57,2025/01/25 00:57,"64,888",64957,10%,USD 25/day,SAVE50,Bengaluru,12.886077275730775,77.64648152072535,69kmh,card,DL-2544927227,Major,Car returned in good condition
RES-01187,CUST-0651,car307,Hatchback,Cancelled,2025/03/20 06:25,2025-03-23 06:25,03/25/2025 03:25,32949 km,"32,907",0.10,USD 25/day,WELCOME5,N/A,12.877475024234503,77.56170893505154,103,CARD,DL-5364625094,Major,Low fuel warning observed
RES-01188,CUST-1684,CAR378,Toyota,Completed,2025/03/16 21:47,2025-03-25T21:47,2025-03-26T22:47,25001,25329km,50,1500/day,SAVE50,Bombay,12.871169807671778,77.63435748419586,,upi,DL-4998915333,None,Tyre pressure alert during trip
RES-01189,CUST-0233,CAR_309,Toyota,Cancelled,2025/2/6 9:65,07-02-2025 09:16,2025/02/09 01:16,"34,323",34390km,1.0,1500 per day,,chennai,12.903400376680676,77.6466389944758,fast, card,DL-6250446957,None,Navigation system malfunction reported
RES-01190,CUST-0265,car352,Hatchback,Completed,2025-02-19 18:52,2025-02-20T18:52,02/22/2025 12:52,14347 km,14433,0.5,$20/day,SAVE50,delhi,12.938629496705056,77.55427156071245,,CASH,DL-6985173705,None,Vehicle returned late due to traffic
RES-01191,CUST-0293,CAR235,Hatchback,No_Show,08-03-2025 20:09,2025-03-17T20:09,2025-03-18T23:09,52270,"52,210",30%,1500/day,WELCOME5,MUM,12.91309854483379,77.57708520631186,77kmh,-,DL-6186073746,Major,AC performance slightly low
RES-01192,CUST-1423,car390,Suzuki,Cancelled,2025/5/4 9:79,2025/05/06 09:06,2025-05-08T22:06,32569 km,32657,0.10,₹2500 per day,WELCOME5,unknown,12.921481187831365,77.64402777115447,fast,Debit Card,DL-2346937959,None,
RES-01193,CUST-1396,CAR214,SUV,No_Show,2025-05-28T13:43,2025/5/30 13:60,2025-06-01T16:43,"59,763",60140,NA,₹2500 per day,SAVE50,chennai,12.850659999638319,77.62860617957192,42kmh,Credit Card,DL-9452980794,Major,Customer requested early pickup
RES-01194,CUST-1816,car016,Suzuki,Completed,18-05-2025 18:47,27-05-2025 18:47,2025/5/27 16:76,48238,48619km,0.25,₹1500/day,SAVE50,CHN,12.8894229015846,77.61485204777357,fast, card,DL-1791554706,Major,Customer satisfied with ride
RES-01195,CUST-0639,CAR111,Creta,Completed,10-02-2025 09:57,2025/2/18 9:63,02/18/2025 19:57,"51,311",51268,1.0,₹2500 per day,WELCOME5,Bengaluru,12.886590916673784,77.57776926284379,54kmh,card,DL-9431549674,None,Customer satisfied with ride
RES-01196,CUST-1277,CAR_509,EV,Completed,2025/06/08 13:23,10-06-2025 13:23,2025-06-11 05:23,"47,825",48087km,10%,₹1500/day,SAVE50,unknown,12.861700291254314,77.60340517741069,57,card,DL-8140394863,Minor,Interior cleaning required
RES-01197,CUST-1677, CAR-435 ,Toyota,Cancelled,2025-06-16 18:35,22-06-2025 18:35,2025-06-24 01:35,76115,76305km,100%,₹2500 per day,,Mumbai,12.880620368477745,77.58035400405284,,UPI,DL-1474921377,Minor,Low fuel warning observed
RES-01198,CUST-1881,CAR_313,Creta,Completed,2025/05/14 01:56,2025/05/24 01:56,05/26/2025 22:56,"71,918",71996km,10%,1500 per day,NEW10,Delhi,12.880298032155379,77.649766606043,fast,card,DL-4783319113,None,Navigation system malfunction reported
RES-01199,CUST-0156,CAR-410 ,Creta,Completed,2025-02-16 22:38,2025-02-25T22:38,2025/02/26 14:38,79235 km,79729km,1.0,2000/day,,MUM,12.927425083905243,77.56297714711691,96,CASH,DL-3523656065,Major,Low fuel warning observed
RES-01200,CUST-0888,car-134,Luxury,No_Show,03/12/2025 05:34,2025/3/15 5:75,2025-03-15T13:34,55960,56084km,NA,₹1500/day,WELCOME5,Delhi,12.904230742300518,77.62192863822983,129kmh,cash,DL-7112425132,None,Customer requested early pickup
RES-01201,CUST-1592, CAR-340 ,Sedan,Completed,2025-02-03 15:31,2025/2/6 15:74,2025-02-09T09:31,"50,170","50,078",0.30,1500 per day,,Mumbai,12.884048571404088,77.63323831314494,,UPI,DL-8914737793,None,
